"","country","code","Gender","Age","Household.Income","mean_rating"
"412","China","CHN","Male","> 60","$25,000 - $49,999",3.8
"413","China","CHN","Male","> 60","$50,000 - $99,999",3.65
"414","China","CHN","Male","> 60",NA,3.90909090909091
"415","China","CHN","Male","18-29","$0 - $24,999",3.6
"416","China","CHN","Male","18-29","$100,000 - $149,999",3.5
"417","China","CHN","Male","18-29","$150,000+",3.22222222222222
"418","China","CHN","Male","18-29","$25,000 - $49,999",3.88888888888889
"419","China","CHN","Male","18-29","$50,000 - $99,999",3.60869565217391
"420","China","CHN","Male","18-29",NA,3.65217391304348
"421","China","CHN","Male","30-44","$0 - $24,999",3.4
"422","China","CHN","Male","30-44","$100,000 - $149,999",3.45
"423","China","CHN","Male","30-44","$150,000+",3.42857142857143
"424","China","CHN","Male","30-44","$25,000 - $49,999",3.51724137931034
"425","China","CHN","Male","30-44","$50,000 - $99,999",3.87179487179487
"426","China","CHN","Male","30-44",NA,4.3125
"427","China","CHN","Male","45-60","$0 - $24,999",4.23076923076923
"428","China","CHN","Male","45-60","$100,000 - $149,999",3.93333333333333
"429","China","CHN","Male","45-60","$150,000+",3.94736842105263
"430","China","CHN","Male","45-60","$25,000 - $49,999",3.66666666666667
"431","China","CHN","Male","45-60","$50,000 - $99,999",3.94736842105263
"432","China","CHN","Male","45-60",NA,3.46153846153846
"433","Colombia","COL","Female","> 60","$0 - $24,999",3.33333333333333
"434","Colombia","COL","Female","> 60","$100,000 - $149,999",3
"435","Colombia","COL","Female","> 60","$150,000+",3.25
"436","Colombia","COL","Female","> 60","$25,000 - $49,999",3.30769230769231
"437","Colombia","COL","Female","> 60","$50,000 - $99,999",3.15384615384615
"438","Colombia","COL","Female","> 60",NA,3.3
"439","Colombia","COL","Female","18-29","$0 - $24,999",3.55555555555556
"440","Colombia","COL","Female","18-29","$100,000 - $149,999",3
"441","Colombia","COL","Female","18-29","$150,000+",3
"442","Colombia","COL","Female","18-29","$25,000 - $49,999",4
"443","Colombia","COL","Female","18-29","$50,000 - $99,999",3.16666666666667
"444","Colombia","COL","Female","18-29",NA,3.75
"445","Colombia","COL","Female","30-44","$0 - $24,999",4.14285714285714
"446","Colombia","COL","Female","30-44","$100,000 - $149,999",3.375
"447","Colombia","COL","Female","30-44","$150,000+",3.42857142857143
"448","Colombia","COL","Female","30-44","$25,000 - $49,999",3.375
"449","Colombia","COL","Female","30-44","$50,000 - $99,999",3.53333333333333
"450","Colombia","COL","Female","30-44",NA,3.2
"451","Colombia","COL","Female","45-60","$0 - $24,999",4
"452","Colombia","COL","Female","45-60","$100,000 - $149,999",3.25
"453","Colombia","COL","Female","45-60","$150,000+",3.75
"454","Colombia","COL","Female","45-60","$25,000 - $49,999",3
"455","Colombia","COL","Female","45-60","$50,000 - $99,999",3.125
"456","Colombia","COL","Female","45-60",NA,2.78571428571429
"457","Colombia","COL","Male","> 60","$0 - $24,999",3.25
"458","Colombia","COL","Male","> 60","$100,000 - $149,999",3.8
"459","Colombia","COL","Male","> 60","$150,000+",3.42857142857143
"460","Colombia","COL","Male","> 60","$25,000 - $49,999",2.66666666666667
"461","Colombia","COL","Male","> 60","$50,000 - $99,999",2.92857142857143
"462","Colombia","COL","Male","> 60",NA,2.8
"463","Colombia","COL","Male","18-29","$0 - $24,999",3.22222222222222
"464","Colombia","COL","Male","18-29","$100,000 - $149,999",3
"465","Colombia","COL","Male","18-29","$150,000+",3.75
"466","Colombia","COL","Male","18-29","$25,000 - $49,999",3.5
"467","Colombia","COL","Male","18-29","$50,000 - $99,999",3.25
"468","Colombia","COL","Male","18-29",NA,3
"469","Colombia","COL","Male","30-44","$0 - $24,999",3.25
"470","Colombia","COL","Male","30-44","$100,000 - $149,999",3.55555555555556
"471","Colombia","COL","Male","30-44","$150,000+",3.85714285714286
"472","Colombia","COL","Male","30-44","$25,000 - $49,999",3.75
"473","Colombia","COL","Male","30-44","$50,000 - $99,999",3.11111111111111
"474","Colombia","COL","Male","30-44",NA,3.4
"475","Colombia","COL","Male","45-60","$0 - $24,999",3.4
"476","Colombia","COL","Male","45-60","$100,000 - $149,999",3.2
"477","Colombia","COL","Male","45-60","$150,000+",3.5
"478","Colombia","COL","Male","45-60","$25,000 - $49,999",3.25
"479","Colombia","COL","Male","45-60","$50,000 - $99,999",3.23076923076923
"480","Colombia","COL","Male","45-60",NA,3.66666666666667
"481","Costa Rica","CRI","Female","> 60","$0 - $24,999",3.25
"482","Costa Rica","CRI","Female","> 60","$100,000 - $149,999",3.33333333333333
"483","Costa Rica","CRI","Female","> 60","$150,000+",3.28571428571429
"484","Costa Rica","CRI","Female","> 60","$25,000 - $49,999",3.17647058823529
"485","Costa Rica","CRI","Female","> 60","$50,000 - $99,999",3.5
"486","Costa Rica","CRI","Female","> 60",NA,3.55
"487","Costa Rica","CRI","Female","18-29","$0 - $24,999",3.875
"488","Costa Rica","CRI","Female","18-29","$100,000 - $149,999",4
"489","Costa Rica","CRI","Female","18-29","$150,000+",3.66666666666667
"490","Costa Rica","CRI","Female","18-29","$25,000 - $49,999",4
"491","Costa Rica","CRI","Female","18-29","$50,000 - $99,999",3.16666666666667
"492","Costa Rica","CRI","Female","18-29",NA,3.63636363636364
"493","Costa Rica","CRI","Female","30-44","$0 - $24,999",4.4
"494","Costa Rica","CRI","Female","30-44","$100,000 - $149,999",3.55555555555556
"495","Costa Rica","CRI","Female","30-44","$150,000+",3.33333333333333
"496","Costa Rica","CRI","Female","30-44","$25,000 - $49,999",3.375
"497","Costa Rica","CRI","Female","30-44","$50,000 - $99,999",3.42857142857143
"498","Costa Rica","CRI","Female","30-44",NA,3.53333333333333
"499","Costa Rica","CRI","Female","45-60","$0 - $24,999",4.5
"500","Costa Rica","CRI","Female","45-60","$100,000 - $149,999",3.8
"501","Costa Rica","CRI","Female","45-60","$150,000+",3.57142857142857
"502","Costa Rica","CRI","Female","45-60","$25,000 - $49,999",3.5
"503","Costa Rica","CRI","Female","45-60","$50,000 - $99,999",3.35
"504","Costa Rica","CRI","Female","45-60",NA,3.33333333333333
"505","Costa Rica","CRI","Male","> 60","$0 - $24,999",3.5
"506","Costa Rica","CRI","Male","> 60","$100,000 - $149,999",3.14285714285714
"507","Costa Rica","CRI","Male","> 60","$150,000+",3.2
"508","Costa Rica","CRI","Male","> 60","$25,000 - $49,999",3
"509","Costa Rica","CRI","Male","> 60","$50,000 - $99,999",3.13333333333333
"510","Costa Rica","CRI","Male","> 60",NA,3.42857142857143
"511","Costa Rica","CRI","Male","18-29","$0 - $24,999",3.25
"512","Costa Rica","CRI","Male","18-29","$100,000 - $149,999",2.8
"513","Costa Rica","CRI","Male","18-29","$150,000+",3.33333333333333
"514","Costa Rica","CRI","Male","18-29","$25,000 - $49,999",3.375
"515","Costa Rica","CRI","Male","18-29","$50,000 - $99,999",3.375
"516","Costa Rica","CRI","Male","18-29",NA,3.42857142857143
"517","Costa Rica","CRI","Male","30-44","$0 - $24,999",NA
"518","Costa Rica","CRI","Male","30-44","$100,000 - $149,999",3.6
"519","Costa Rica","CRI","Male","30-44","$150,000+",3.85714285714286
"520","Costa Rica","CRI","Male","30-44","$25,000 - $49,999",3.76923076923077
"521","Costa Rica","CRI","Male","30-44","$50,000 - $99,999",3.47058823529412
"522","Costa Rica","CRI","Male","30-44",NA,3
"523","Costa Rica","CRI","Male","45-60","$0 - $24,999",3.66666666666667
"524","Costa Rica","CRI","Male","45-60","$100,000 - $149,999",3.53333333333333
"525","Costa Rica","CRI","Male","45-60","$150,000+",3.5
"526","Costa Rica","CRI","Male","45-60","$25,000 - $49,999",3.5
"527","Costa Rica","CRI","Male","45-60","$50,000 - $99,999",3.5
"528","Costa Rica","CRI","Male","45-60",NA,3.4
"529","Cote d'Ivoire","CIV","Female","> 60","$0 - $24,999",NA
"530","Cote d'Ivoire","CIV","Female","> 60","$100,000 - $149,999",2
"531","Cote d'Ivoire","CIV","Female","> 60","$150,000+",4
"532","Cote d'Ivoire","CIV","Female","> 60","$25,000 - $49,999",3.2
"533","Cote d'Ivoire","CIV","Female","> 60","$50,000 - $99,999",3.75
"534","Cote d'Ivoire","CIV","Female","> 60",NA,3.66666666666667
"535","Cote d'Ivoire","CIV","Female","18-29","$0 - $24,999",3
"536","Cote d'Ivoire","CIV","Female","18-29","$100,000 - $149,999",NA
"537","Cote d'Ivoire","CIV","Female","18-29","$150,000+",4
"538","Cote d'Ivoire","CIV","Female","18-29","$25,000 - $49,999",3.5
"539","Cote d'Ivoire","CIV","Female","18-29","$50,000 - $99,999",3
"540","Cote d'Ivoire","CIV","Female","18-29",NA,3.33333333333333
"541","Cote d'Ivoire","CIV","Female","30-44","$0 - $24,999",4
"542","Cote d'Ivoire","CIV","Female","30-44","$100,000 - $149,999",2
"543","Cote d'Ivoire","CIV","Female","30-44","$150,000+",1
"544","Cote d'Ivoire","CIV","Female","30-44","$25,000 - $49,999",3.5
"545","Cote d'Ivoire","CIV","Female","30-44","$50,000 - $99,999",3.66666666666667
"546","Cote d'Ivoire","CIV","Female","30-44",NA,3
"547","Cote d'Ivoire","CIV","Female","45-60","$0 - $24,999",3.5
"548","Cote d'Ivoire","CIV","Female","45-60","$100,000 - $149,999",3.66666666666667
"549","Cote d'Ivoire","CIV","Female","45-60","$150,000+",NA
"550","Cote d'Ivoire","CIV","Female","45-60","$25,000 - $49,999",NA
"551","Cote d'Ivoire","CIV","Female","45-60","$50,000 - $99,999",3
"552","Cote d'Ivoire","CIV","Female","45-60",NA,2.66666666666667
"553","Cote d'Ivoire","CIV","Male","> 60","$0 - $24,999",4
"554","Cote d'Ivoire","CIV","Male","> 60","$100,000 - $149,999",3
"555","Cote d'Ivoire","CIV","Male","> 60","$150,000+",1
"556","Cote d'Ivoire","CIV","Male","> 60","$25,000 - $49,999",2.5
"557","Cote d'Ivoire","CIV","Male","> 60","$50,000 - $99,999",2.28571428571429
"558","Cote d'Ivoire","CIV","Male","> 60",NA,2
"559","Cote d'Ivoire","CIV","Male","18-29","$0 - $24,999",4
"560","Cote d'Ivoire","CIV","Male","18-29","$100,000 - $149,999",2
"561","Cote d'Ivoire","CIV","Male","18-29","$150,000+",2
"562","Cote d'Ivoire","CIV","Male","18-29","$25,000 - $49,999",2.33333333333333
"563","Cote d'Ivoire","CIV","Male","18-29","$50,000 - $99,999",3.5
"564","Cote d'Ivoire","CIV","Male","18-29",NA,2.66666666666667
"565","Cote d'Ivoire","CIV","Male","30-44","$0 - $24,999",4
"566","Cote d'Ivoire","CIV","Male","30-44","$100,000 - $149,999",4
"567","Cote d'Ivoire","CIV","Male","30-44","$150,000+",3.5
"568","Cote d'Ivoire","CIV","Male","30-44","$25,000 - $49,999",3.5
"569","Cote d'Ivoire","CIV","Male","30-44","$50,000 - $99,999",3.33333333333333
"570","Cote d'Ivoire","CIV","Male","30-44",NA,3
"571","Cote d'Ivoire","CIV","Male","45-60","$0 - $24,999",4
"572","Cote d'Ivoire","CIV","Male","45-60","$100,000 - $149,999",3.25
"573","Cote d'Ivoire","CIV","Male","45-60","$150,000+",2.6
"574","Cote d'Ivoire","CIV","Male","45-60","$25,000 - $49,999",3
"575","Cote d'Ivoire","CIV","Male","45-60","$50,000 - $99,999",3
"576","Cote d'Ivoire","CIV","Male","45-60",NA,3.33333333333333
"577","Croatia","HRV","Female","> 60","$0 - $24,999",3
"578","Croatia","HRV","Female","> 60","$100,000 - $149,999",3.5
"579","Croatia","HRV","Female","> 60","$150,000+",3.66666666666667
"580","Croatia","HRV","Female","> 60","$25,000 - $49,999",3
"581","Croatia","HRV","Female","> 60","$50,000 - $99,999",3.46153846153846
"582","Croatia","HRV","Female","> 60",NA,3.71428571428571
"583","Croatia","HRV","Female","18-29","$0 - $24,999",2.5
"584","Croatia","HRV","Female","18-29","$100,000 - $149,999",NA
"585","Croatia","HRV","Female","18-29","$150,000+",3.5
"586","Croatia","HRV","Female","18-29","$25,000 - $49,999",3.5
"587","Croatia","HRV","Female","18-29","$50,000 - $99,999",3
"588","Croatia","HRV","Female","18-29",NA,5
"589","Croatia","HRV","Female","30-44","$0 - $24,999",4.25
"590","Croatia","HRV","Female","30-44","$100,000 - $149,999",3
"591","Croatia","HRV","Female","30-44","$150,000+",2.66666666666667
"592","Croatia","HRV","Female","30-44","$25,000 - $49,999",3.2
"593","Croatia","HRV","Female","30-44","$50,000 - $99,999",3
"594","Croatia","HRV","Female","30-44",NA,3
"595","Croatia","HRV","Female","45-60","$0 - $24,999",NA
"596","Croatia","HRV","Female","45-60","$100,000 - $149,999",3.5
"597","Croatia","HRV","Female","45-60","$150,000+",2.75
"598","Croatia","HRV","Female","45-60","$25,000 - $49,999",3
"599","Croatia","HRV","Female","45-60","$50,000 - $99,999",3.5
"600","Croatia","HRV","Female","45-60",NA,3
"601","Croatia","HRV","Male","> 60","$0 - $24,999",3
"602","Croatia","HRV","Male","> 60","$100,000 - $149,999",3.57142857142857
"603","Croatia","HRV","Male","> 60","$150,000+",3.5
"604","Croatia","HRV","Male","> 60","$25,000 - $49,999",2.5
"605","Croatia","HRV","Male","> 60","$50,000 - $99,999",3
"606","Croatia","HRV","Male","> 60",NA,2.66666666666667
"607","Croatia","HRV","Male","18-29","$0 - $24,999",3
"608","Croatia","HRV","Male","18-29","$100,000 - $149,999",2.5
"609","Croatia","HRV","Male","18-29","$150,000+",2
"610","Croatia","HRV","Male","18-29","$25,000 - $49,999",2.2
"611","Croatia","HRV","Male","18-29","$50,000 - $99,999",2.5
"612","Croatia","HRV","Male","18-29",NA,3.33333333333333
"613","Croatia","HRV","Male","30-44","$0 - $24,999",NA
"614","Croatia","HRV","Male","30-44","$100,000 - $149,999",3.5
"615","Croatia","HRV","Male","30-44","$150,000+",3.5
"616","Croatia","HRV","Male","30-44","$25,000 - $49,999",3.75
"617","Croatia","HRV","Male","30-44","$50,000 - $99,999",2.9
"618","Croatia","HRV","Male","30-44",NA,3.5
"619","Croatia","HRV","Male","45-60","$0 - $24,999",3
"620","Croatia","HRV","Male","45-60","$100,000 - $149,999",3
"621","Croatia","HRV","Male","45-60","$150,000+",2.625
"622","Croatia","HRV","Male","45-60","$25,000 - $49,999",2.71428571428571
"623","Croatia","HRV","Male","45-60","$50,000 - $99,999",3.125
"624","Croatia","HRV","Male","45-60",NA,3.2
"625","Cuba","CUB","Female","> 60","$0 - $24,999",3
"626","Cuba","CUB","Female","> 60","$100,000 - $149,999",3.2
"627","Cuba","CUB","Female","> 60","$150,000+",3.75
"628","Cuba","CUB","Female","> 60","$25,000 - $49,999",3.28
"629","Cuba","CUB","Female","> 60","$50,000 - $99,999",3.48275862068966
"630","Cuba","CUB","Female","> 60",NA,3.7
"631","Cuba","CUB","Female","18-29","$0 - $24,999",3.27272727272727
"632","Cuba","CUB","Female","18-29","$100,000 - $149,999",3.66666666666667
"633","Cuba","CUB","Female","18-29","$150,000+",3
"634","Cuba","CUB","Female","18-29","$25,000 - $49,999",3.58823529411765
"635","Cuba","CUB","Female","18-29","$50,000 - $99,999",3.2
"636","Cuba","CUB","Female","18-29",NA,3.75
"637","Cuba","CUB","Female","30-44","$0 - $24,999",4.14285714285714
"638","Cuba","CUB","Female","30-44","$100,000 - $149,999",3.73333333333333
"639","Cuba","CUB","Female","30-44","$150,000+",4.09090909090909
"640","Cuba","CUB","Female","30-44","$25,000 - $49,999",3.33333333333333
"641","Cuba","CUB","Female","30-44","$50,000 - $99,999",3.58333333333333
"642","Cuba","CUB","Female","30-44",NA,3.48148148148148
"643","Cuba","CUB","Female","45-60","$0 - $24,999",4
"644","Cuba","CUB","Female","45-60","$100,000 - $149,999",3.76470588235294
"645","Cuba","CUB","Female","45-60","$150,000+",3.92307692307692
"646","Cuba","CUB","Female","45-60","$25,000 - $49,999",3
"647","Cuba","CUB","Female","45-60","$50,000 - $99,999",3.32142857142857
"648","Cuba","CUB","Female","45-60",NA,3.55555555555556
"649","Cuba","CUB","Male","> 60","$0 - $24,999",3.2
"650","Cuba","CUB","Male","> 60","$100,000 - $149,999",3.76923076923077
"651","Cuba","CUB","Male","> 60","$150,000+",3.6
"652","Cuba","CUB","Male","> 60","$25,000 - $49,999",3.125
"653","Cuba","CUB","Male","> 60","$50,000 - $99,999",3.05555555555556
"654","Cuba","CUB","Male","> 60",NA,3.53846153846154
"655","Cuba","CUB","Male","18-29","$0 - $24,999",3.3
"656","Cuba","CUB","Male","18-29","$100,000 - $149,999",3.33333333333333
"657","Cuba","CUB","Male","18-29","$150,000+",3.75
"658","Cuba","CUB","Male","18-29","$25,000 - $49,999",3.66666666666667
"659","Cuba","CUB","Male","18-29","$50,000 - $99,999",3.72727272727273
"660","Cuba","CUB","Male","18-29",NA,3.25
"661","Cuba","CUB","Male","30-44","$0 - $24,999",3.71428571428571
"662","Cuba","CUB","Male","30-44","$100,000 - $149,999",3.8
"663","Cuba","CUB","Male","30-44","$150,000+",4
"664","Cuba","CUB","Male","30-44","$25,000 - $49,999",3.75
"665","Cuba","CUB","Male","30-44","$50,000 - $99,999",3.70588235294118
"666","Cuba","CUB","Male","30-44",NA,3.76923076923077
"667","Cuba","CUB","Male","45-60","$0 - $24,999",3.88888888888889
"668","Cuba","CUB","Male","45-60","$100,000 - $149,999",3.66666666666667
"669","Cuba","CUB","Male","45-60","$150,000+",3.6875
"670","Cuba","CUB","Male","45-60","$25,000 - $49,999",3.5
"671","Cuba","CUB","Male","45-60","$50,000 - $99,999",3.375
"672","Cuba","CUB","Male","45-60",NA,3.57142857142857
"673","Ecuador","ECU","Female","> 60","$0 - $24,999",3
"674","Ecuador","ECU","Female","> 60","$100,000 - $149,999",3
"675","Ecuador","ECU","Female","> 60","$150,000+",3.25
"676","Ecuador","ECU","Female","> 60","$25,000 - $49,999",3.33333333333333
"677","Ecuador","ECU","Female","> 60","$50,000 - $99,999",3.46153846153846
"678","Ecuador","ECU","Female","> 60",NA,3.4
"679","Ecuador","ECU","Female","18-29","$0 - $24,999",3.42857142857143
"680","Ecuador","ECU","Female","18-29","$100,000 - $149,999",4
"681","Ecuador","ECU","Female","18-29","$150,000+",3
"682","Ecuador","ECU","Female","18-29","$25,000 - $49,999",3.75
"683","Ecuador","ECU","Female","18-29","$50,000 - $99,999",3.33333333333333
"684","Ecuador","ECU","Female","18-29",NA,3.375
"685","Ecuador","ECU","Female","30-44","$0 - $24,999",4
"686","Ecuador","ECU","Female","30-44","$100,000 - $149,999",4
"687","Ecuador","ECU","Female","30-44","$150,000+",3.8
"688","Ecuador","ECU","Female","30-44","$25,000 - $49,999",3
"689","Ecuador","ECU","Female","30-44","$50,000 - $99,999",3.09090909090909
"690","Ecuador","ECU","Female","30-44",NA,3.55555555555556
"691","Ecuador","ECU","Female","45-60","$0 - $24,999",NA
"692","Ecuador","ECU","Female","45-60","$100,000 - $149,999",3.5
"693","Ecuador","ECU","Female","45-60","$150,000+",3.5
"694","Ecuador","ECU","Female","45-60","$25,000 - $49,999",3.33333333333333
"695","Ecuador","ECU","Female","45-60","$50,000 - $99,999",3.11111111111111
"696","Ecuador","ECU","Female","45-60",NA,3.1
"697","Ecuador","ECU","Male","> 60","$0 - $24,999",4
"698","Ecuador","ECU","Male","> 60","$100,000 - $149,999",3.4
"699","Ecuador","ECU","Male","> 60","$150,000+",3
"700","Ecuador","ECU","Male","> 60","$25,000 - $49,999",2.33333333333333
"701","Ecuador","ECU","Male","> 60","$50,000 - $99,999",3.33333333333333
"702","Ecuador","ECU","Male","> 60",NA,3
"703","Ecuador","ECU","Male","18-29","$0 - $24,999",3.33333333333333
"704","Ecuador","ECU","Male","18-29","$100,000 - $149,999",2.33333333333333
"705","Ecuador","ECU","Male","18-29","$150,000+",2.66666666666667
"706","Ecuador","ECU","Male","18-29","$25,000 - $49,999",3.14285714285714
"707","Ecuador","ECU","Male","18-29","$50,000 - $99,999",2.75
"708","Ecuador","ECU","Male","18-29",NA,3.33333333333333
"709","Ecuador","ECU","Male","30-44","$0 - $24,999",4
"710","Ecuador","ECU","Male","30-44","$100,000 - $149,999",2.8
"711","Ecuador","ECU","Male","30-44","$150,000+",3.8
"712","Ecuador","ECU","Male","30-44","$25,000 - $49,999",3.875
"713","Ecuador","ECU","Male","30-44","$50,000 - $99,999",3.07142857142857
"714","Ecuador","ECU","Male","30-44",NA,2.66666666666667
"715","Ecuador","ECU","Male","45-60","$0 - $24,999",3
"716","Ecuador","ECU","Male","45-60","$100,000 - $149,999",3.14285714285714
"717","Ecuador","ECU","Male","45-60","$150,000+",3.28571428571429
"718","Ecuador","ECU","Male","45-60","$25,000 - $49,999",3.09090909090909
"719","Ecuador","ECU","Male","45-60","$50,000 - $99,999",3.14285714285714
"720","Ecuador","ECU","Male","45-60",NA,3.5
"721","Ethiopia","ETH","Female","> 60","$0 - $24,999",3
"722","Ethiopia","ETH","Female","> 60","$100,000 - $149,999",NA
"723","Ethiopia","ETH","Female","> 60","$150,000+",3.16666666666667
"724","Ethiopia","ETH","Female","> 60","$25,000 - $49,999",3.2
"725","Ethiopia","ETH","Female","> 60","$50,000 - $99,999",3.13333333333333
"726","Ethiopia","ETH","Female","> 60",NA,3.4
"727","Ethiopia","ETH","Female","18-29","$0 - $24,999",3.54545454545455
"728","Ethiopia","ETH","Female","18-29","$100,000 - $149,999",4
"729","Ethiopia","ETH","Female","18-29","$150,000+",1
"730","Ethiopia","ETH","Female","18-29","$25,000 - $49,999",3.44444444444444
"731","Ethiopia","ETH","Female","18-29","$50,000 - $99,999",3.2
"732","Ethiopia","ETH","Female","18-29",NA,3.875
"733","Ethiopia","ETH","Female","30-44","$0 - $24,999",3.66666666666667
"734","Ethiopia","ETH","Female","30-44","$100,000 - $149,999",3.5
"735","Ethiopia","ETH","Female","30-44","$150,000+",3.5
"736","Ethiopia","ETH","Female","30-44","$25,000 - $49,999",3.3
"737","Ethiopia","ETH","Female","30-44","$50,000 - $99,999",3.625
"738","Ethiopia","ETH","Female","30-44",NA,3.29411764705882
"739","Ethiopia","ETH","Female","45-60","$0 - $24,999",4
"740","Ethiopia","ETH","Female","45-60","$100,000 - $149,999",3.55555555555556
"741","Ethiopia","ETH","Female","45-60","$150,000+",3.4
"742","Ethiopia","ETH","Female","45-60","$25,000 - $49,999",4
"743","Ethiopia","ETH","Female","45-60","$50,000 - $99,999",2.72727272727273
"744","Ethiopia","ETH","Female","45-60",NA,3.26666666666667
"745","Ethiopia","ETH","Male","> 60","$0 - $24,999",3
"746","Ethiopia","ETH","Male","> 60","$100,000 - $149,999",3.16666666666667
"747","Ethiopia","ETH","Male","> 60","$150,000+",3.14285714285714
"748","Ethiopia","ETH","Male","> 60","$25,000 - $49,999",2.25
"749","Ethiopia","ETH","Male","> 60","$50,000 - $99,999",2.6
"750","Ethiopia","ETH","Male","> 60",NA,3.2
"751","Ethiopia","ETH","Male","18-29","$0 - $24,999",3.55555555555556
"752","Ethiopia","ETH","Male","18-29","$100,000 - $149,999",2.4
"753","Ethiopia","ETH","Male","18-29","$150,000+",3.25
"754","Ethiopia","ETH","Male","18-29","$25,000 - $49,999",2.85714285714286
"755","Ethiopia","ETH","Male","18-29","$50,000 - $99,999",3.2
"756","Ethiopia","ETH","Male","18-29",NA,3.1
"757","Ethiopia","ETH","Male","30-44","$0 - $24,999",3.25
"758","Ethiopia","ETH","Male","30-44","$100,000 - $149,999",3.5
"759","Ethiopia","ETH","Male","30-44","$150,000+",3.375
"760","Ethiopia","ETH","Male","30-44","$25,000 - $49,999",3.36363636363636
"761","Ethiopia","ETH","Male","30-44","$50,000 - $99,999",3.31578947368421
"762","Ethiopia","ETH","Male","30-44",NA,3.375
"763","Ethiopia","ETH","Male","45-60","$0 - $24,999",2.8
"764","Ethiopia","ETH","Male","45-60","$100,000 - $149,999",3.33333333333333
"765","Ethiopia","ETH","Male","45-60","$150,000+",3.11111111111111
"766","Ethiopia","ETH","Male","45-60","$25,000 - $49,999",2.66666666666667
"767","Ethiopia","ETH","Male","45-60","$50,000 - $99,999",3.58333333333333
"768","Ethiopia","ETH","Male","45-60",NA,3.28571428571429
"769","France","FRA","Female","> 60","$0 - $24,999",4
"770","France","FRA","Female","> 60","$100,000 - $149,999",3.8
"771","France","FRA","Female","> 60","$150,000+",4.17647058823529
"772","France","FRA","Female","> 60","$25,000 - $49,999",4.06060606060606
"773","France","FRA","Female","> 60","$50,000 - $99,999",4.14634146341463
"774","France","FRA","Female","> 60",NA,3.97916666666667
"775","France","FRA","Female","18-29","$0 - $24,999",3.57142857142857
"776","France","FRA","Female","18-29","$100,000 - $149,999",4.625
"777","France","FRA","Female","18-29","$150,000+",3.16666666666667
"778","France","FRA","Female","18-29","$25,000 - $49,999",3.62068965517241
"779","France","FRA","Female","18-29","$50,000 - $99,999",3.95
"780","France","FRA","Female","18-29",NA,3.51851851851852
"781","France","FRA","Female","30-44","$0 - $24,999",4.18181818181818
"782","France","FRA","Female","30-44","$100,000 - $149,999",3.41176470588235
"783","France","FRA","Female","30-44","$150,000+",4
"784","France","FRA","Female","30-44","$25,000 - $49,999",3.57692307692308
"785","France","FRA","Female","30-44","$50,000 - $99,999",3.66666666666667
"786","France","FRA","Female","30-44",NA,4.05555555555556
"787","France","FRA","Female","45-60","$0 - $24,999",3.7
"788","France","FRA","Female","45-60","$100,000 - $149,999",3.91666666666667
"789","France","FRA","Female","45-60","$150,000+",4.0625
"790","France","FRA","Female","45-60","$25,000 - $49,999",3.36363636363636
"791","France","FRA","Female","45-60","$50,000 - $99,999",3.85
"792","France","FRA","Female","45-60",NA,3.80952380952381
"793","France","FRA","Male","> 60","$0 - $24,999",3.71428571428571
"794","France","FRA","Male","> 60","$100,000 - $149,999",3.68181818181818
"795","France","FRA","Male","> 60","$150,000+",3.86363636363636
"796","France","FRA","Male","> 60","$25,000 - $49,999",3.33333333333333
"797","France","FRA","Male","> 60","$50,000 - $99,999",3.7027027027027
"798","France","FRA","Male","> 60",NA,3.91304347826087
"799","France","FRA","Male","18-29","$0 - $24,999",3.63157894736842
"800","France","FRA","Male","18-29","$100,000 - $149,999",3.63636363636364
"801","France","FRA","Male","18-29","$150,000+",4
"802","France","FRA","Male","18-29","$25,000 - $49,999",3.6875
"803","France","FRA","Male","18-29","$50,000 - $99,999",3.57894736842105
"804","France","FRA","Male","18-29",NA,3.95238095238095
"805","France","FRA","Male","30-44","$0 - $24,999",3
"806","France","FRA","Male","30-44","$100,000 - $149,999",3.26315789473684
"807","France","FRA","Male","30-44","$150,000+",3.84615384615385
"808","France","FRA","Male","30-44","$25,000 - $49,999",3.88461538461538
"809","France","FRA","Male","30-44","$50,000 - $99,999",3.47368421052632
"810","France","FRA","Male","30-44",NA,3.58823529411765
"811","France","FRA","Male","45-60","$0 - $24,999",4.08333333333333
"812","France","FRA","Male","45-60","$100,000 - $149,999",3.78571428571429
"813","France","FRA","Male","45-60","$150,000+",3.9
"814","France","FRA","Male","45-60","$25,000 - $49,999",3.5
"815","France","FRA","Male","45-60","$50,000 - $99,999",3.55263157894737
"816","France","FRA","Male","45-60",NA,3.56521739130435
"817","Germany","DEU","Female","> 60","$0 - $24,999",3.25
"818","Germany","DEU","Female","> 60","$100,000 - $149,999",3.61538461538462
"819","Germany","DEU","Female","> 60","$150,000+",3.94117647058824
"820","Germany","DEU","Female","> 60","$25,000 - $49,999",3.72727272727273
"821","Germany","DEU","Female","> 60","$50,000 - $99,999",3.45454545454545
"822","Germany","DEU","Female","> 60",NA,3.53061224489796
"823","Germany","DEU","Female","18-29","$0 - $24,999",3.5
"824","Germany","DEU","Female","18-29","$100,000 - $149,999",3.71428571428571
"825","Germany","DEU","Female","18-29","$150,000+",3.33333333333333
"826","Germany","DEU","Female","18-29","$25,000 - $49,999",3.25925925925926
"827","Germany","DEU","Female","18-29","$50,000 - $99,999",3.55555555555556
"828","Germany","DEU","Female","18-29",NA,3.32
